"vehicle_id";"fuel_id";"vehicle_model_id";"model";"vehicle_brand";"vehicle_image";"vehicle_capacity";"max_speed";"driving_range";"vehicle_subsidy";"battery_type";"dealer_contact";"manufacturer";"manufacturing_country"
11;1;3;"The all-new Kia Niro EV";"기아";"car_images/250903_14205310.png";"5인승";"167km/h";"(상온) 404km (저온) 303km";"590";"리튬이온(64.8kWh)";"080-200-2000";"기아";"대한민국"
12;1;2;"더뉴EV6 GT";"기아";"car_images/250903_14205411.png";"5인승";"260km/h";"(상온) 361km (저온) 321km";"232";"리튬이온(84.1kWh)";"080-200-2000";"기아";"대한민국"
13;1;2;"더뉴EV6 롱레인지 2WD 19인치";"기아";"car_images/250903_14205512.png";"5인승";"186km/h";"(상온) 505km (저온) 391km";"655";"리튬이온(83.6kWh)";"080-200-2000";"기아";"대한민국"
14;1;3;"EV4 스탠다드 2WD 17인치";"기아";"car_images/250903_14205613.png";"5인승";"170km/h";"(상온) 391km (저온) 305km";"522";"리튬이온(58.3kWh)";"080-200-2000";"기아";"대한민국"
15;1;3;"EV4 스탠다드 2WD 19인치";"기아";"car_images/250903_14205714.png";"5인승";"170km/h";"(상온) 362km (저온) 291km";"491";"리튬이온(58.3kWh)";"080-200-2000";"기아";"대한민국"
16;1;2;"EV9 롱레인지 2WD 19인치";"기아";"car_images/250903_14205815.png";"6, 7인승";"185km/h";"(상온) 508km (저온) 368km";"275";"리튬이온(99.8kWh)";"080-200-2000";"기아";"대한민국"
17;1;2;"EV9 롱레인지 2WD 20인치";"기아";"car_images/250903_14205916.png";"6, 7인승";"185km/h";"(상온) 490km (저온) 370km";"273";"리튬이온(99.8kWh)";"080-200-2000";"기아";"대한민국"
18;1;2;"EV9 롱레인지 4WD 19인치";"기아";"car_images/250903_14210017.png";"6, 7인승";"200km/h";"(상온) 453km (저온) 337km";"259";"리튬이온(99.8kWh)";"080-200-2000";"기아";"대한민국"
19;1;2;"EV9 롱레인지 4WD 21인치";"기아";"car_images/250903_14210118.png";"6, 7인승";"200km/h";"(상온) 461km (저온) 352km";"265";"리튬이온(99.8kWh)";"080-200-2000";"기아";"대한민국"
20;1;3;"EV3 롱레인지 2WD 17인치";"기아";"car_images/250903_14210319.png";"5인승";"170km/h";"(상온) 510km (저온) 401km";"565";"리튬이온(81.3kWh)";"080-200-2000";"기아";"대한민국"
21;1;3;"EV3 롱레인지 2WD 19인치";"기아";"car_images/250903_14210320.png";"5인승";"170km/h";"(상온) 485km (저온) 382km";"565";"리튬이온(81.3kWh)";"080-200-2000";"기아";"대한민국"
22;1;3;"EV3 스탠다드 2WD";"기아";"car_images/250903_14210421.png";"5인승";"170km/h";"(상온) 347km (저온) 292km";"479";"리튬이온(58.3kWh)";"080-200-2000";"기아";"대한민국"
23;1;3;"EV4 롱레인지 2WD 17인치";"기아";"car_images/250903_14210522.png";"5인승";"170km/h";"(상온) 549km (저온) 440km";"565";"리튬이온(81.4kWh)";"080-200-2000";"기아";"대한민국"
24;1;3;"EV4 롱레인지 2WD 19인치";"기아";"car_images/250903_14210623.png";"5인승";"170km/h";"(상온) 514km (저온) 410km";"565";"리튬이온(81.4kWh)";"080-200-2000";"기아";"대한민국"
25;1;3;"EV4 롱레인지 GTL 2WD 19인치";"기아";"car_images/250903_14210724.png";"5인승";"170km/h";"(상온) 509km (저온) 421km";"565";"리튬이온(81.4kWh)";"080-200-2000";"기아";"대한민국"
26;1;4;"SCENIC";"르노코리아";"car_images/250903_14211425.png";"5인승";"180km/h";"(상온) 443km (저온) 312km";"443";"리튬이온(87kWh)";"080-300-3000";"RENAULT s.a.s(300)";"프랑스"
27;1;2;"EQA250(Facelift)";"메르세데스벤츠코리아";"car_images/250903_14212126.png";"5인승";"160km/h";"(상온) 367km (저온) 298km";"190";"리튬이온(68.6kWh)";"080-001-1886";"Mercedes-Benz";"독일"
28;1;2;"EQB300 4MATIC(Facelift)(5인승)";"메르세데스벤츠코리아";"car_images/250903_14212227.png";"5인승";"160km/h";"(상온) 302km (저온) 255km";"154";"리튬이온(68.6kWh)";"080-001-1886";"Mercedes-Benz";"헝가리"
29;1;2;"EQB300 4MATIC(Facelift)(7인승)";"메르세데스벤츠코리아";"car_images/250903_14212328.png";"7인승";"160km/h";"(상온) 302km (저온) 255km";"154";"리튬이온(68.6kWh)";"080-001-1886";"Mercedes-Benz";"헝가리"
30;1;3;"볼보 EX30 Single Motor ER";"볼보자동차코리아";"car_images/250903_14213029.png";"5인승";"-";"(상온) 351km (저온) 302km";"247";"리튬이온(66kWh)";"1588-1777";"Volvo";"중국"
31;1;2;"BYD ATTO 3";"비와이디코리아";"car_images/250903_14213730.png";"5인승";"-";"(상온) 321km (저온) 309km";"145";"리튬인산철(60.5kWh)";"080-808-0008";"BYD";"중국"
32;1;4;"BYD seal dynamic AWD";"비와이디코리아";"car_images/250903_14213831.png";"5인승";"180km/h";"(상온) 407km (저온) 371km";"178";"리튬인산철(82.56kWh)";"080-808-0008";"BYD";"중국"
33;1;3;"코란도 EV 2WD";"케이지모빌리티";"car_images/250903_14214532.png";"5인승";"171km/h";"(상온) 404km (저온) 329km";"340";"리튬인산철(73.7kWh)";"080-500-5582";"케이지모빌리티";"대한민국"
34;1;2;"토레스 EVX 18인치";"케이지모빌리티";"car_images/250903_14214633.png";"5인승";"-";"(상온) 452km (저온) 341km";"364";"리튬인산철(80.7kWh)";"080-500-5582";"케이지모빌리티";"대한민국"
35;1;2;"토레스 EVX 20인치";"케이지모빌리티";"car_images/250903_14214634.png";"5인승";"-";"(상온) 436km (저온) 310km";"354";"리튬인산철(80.7kWh)";"080-500-5582";"케이지모빌리티";"대한민국"
36;1;2;"토레스 EVX 2WD 18인치";"케이지모빌리티";"car_images/250903_14214735.png";"5인승";"174km/h";"(상온) 433km (저온) 333km";"373";"리튬인산철(73.4kWh)";"080-500-5582";"케이지모빌리티";"대한민국"
37;1;2;"토레스 EVX 2WD 20인치";"케이지모빌리티";"car_images/250903_14214836.png";"5인승";"174km/h";"(상온) 405km (저온) 284km";"356";"리튬인산철(73.4kWh)";"080-500-5582";"케이지모빌리티";"대한민국"
38;1;4;"Model 3 Long Range";"테슬라코리아";"car_images/250903_14215537.png";"5인승";"201km/h";"(상온) 488km (저온) 389km";"202";"리튬이온(81.65kWh)";"080-617-1388";"Tesla";"중국"
39;1;4;"Model 3 Performance";"테슬라코리아";"car_images/250903_14215638.png";"5인승";"261km/h";"(상온) 430km (저온) 358km";"187";"리튬이온(81.65kWh)";"080-617-1388";"Tesla";"중국"
40;1;4;"Model 3 RWD";"테슬라코리아";"car_images/250903_14215739.png";"5인승";"201km/h";"(상온) 399km (저온) 309km";"186";"리튬인산철(62.1kWh)";"080-617-1388";"Tesla";"중국"
41;1;3;"New Model Y Long Range";"테슬라코리아";"car_images/250903_14215840.png";"5인승";"201km/h";"(상온) 500km (저온) 376km";"207";"리튬이온(81.7kWh)";"080-617-1388";"Tesla";"중국"
42;1;3;"New Model Y RWD";"테슬라코리아";"car_images/250903_14215941.png";"5인승";"201km/h";"(상온) 400km (저온) 302km";"188";"리튬인산철(62.1kWh)";"080-617-1388";"Tesla";"중국"
43;1;2;"아우디 Q4 45 e-tron";"폭스바겐그룹코리아";"car_images/250903_14220642.png";"5인승";"180km/h";"(상온) 406km (저온) 285km";"201";"리튬이온(82.8kWh)";"080-767-2834";"Audi";"독일"
44;1;2;"아우디 Q4 Sportback 45 e-tron";"폭스바겐그룹코리아";"car_images/250903_14220643.png";"5인승";"180km/h";"(상온) 406km (저온) 285km";"201";"리튬이온(82.8kWh)";"080-767-2834";"Audi";"독일"
45;1;2;"아우디 Q6 e-tron performance";"폭스바겐그룹코리아";"car_images/250903_14220744.png";"5인승";"160km/h 초과";"(상온) 468km (저온) 337km";"220";"리튬이온(99.8kWh)";"080-767-2834";"Audi";"독일"
46;1;2;"폭스바겐 ID.4 Pro";"폭스바겐그룹코리아";"car_images/250903_14220845.png";"5인승";"180km/h";"(상온) 424km (저온) 296km";"422";"리튬이온(82.8kWh)";"1577-6905";"Volkswagen";"독일"
47;1;3;"Polestar 4 Long Range Dual Motor 20, 21인치";"폴스타오토모티브코리아";"car_images/250903_14221546.png";"5인승";"200km/h";"(상온) 455km (저온) 402km";"168";"리튬이온(100.1kWh)";"080-360-0100";"Polestar Performance AB";"중국"
48;1;3;"Polestar 4 Long Range Dual Motor 22인치";"폴스타오토모티브코리아";"car_images/250903_14221647.png";"5인승";"200km/h";"(상온) 395km (저온) 371km";"141";"리튬이온(100.1kWh)";"080-360-0100";"Polestar Performance AB";"중국"
49;1;3;"Polestar 4 Long Range Single Motor";"폴스타오토모티브코리아";"car_images/250903_14221748.png";"5인승";"200km/h";"(상온) 511km (저온) 431km";"181";"리튬이온(100.1kWh)";"080-360-0100";"Polestar Performance AB";"중국"
50;1;1;"캐스퍼 일렉트릭 크로스 17인치";"현대자동차";"car_images/250903_14222449.png";"(소형) 4인승";"150km/h";"(상온) 248km (저온) 227km";"500";"리튬이온(49kWh)";"080-500-6000";"현대자동차";"대한민국"
51;1;1;"캐스퍼 일렉트릭 항속형 15인치";"현대자동차";"car_images/250903_14222550.png";"(소형) 4인승";"150km/h";"(상온) 318km (저온) 254km";"500";"리튬이온(49kWh)";"080-500-6000";"현대자동차";"대한민국"
52;1;1;"캐스퍼 일렉트릭 항속형 17인치";"현대자동차";"car_images/250903_14222651.png";"(소형) 4인승";"150km/h";"(상온) 295km (저온) 245km";"500";"리튬이온(49kWh)";"080-500-6000";"현대자동차";"대한민국"
53;1;3;"아이오닉9 항속형 AWD";"현대자동차";"car_images/250903_14222852.png";"7인승";"200km/h";"(상온) 504km (저온) 403km";"276";"리튬이온(110.3kWh)";"080-600-6000";"현대자동차";"대한민국"
54;1;2;"코나 일렉트릭 2WD 롱레인지 17인치";"현대자동차";"car_images/250903_14222853.png";"5인승";"172km/h";"(상온) 419km (저온) 340km";"623";"리튬이온(64.8kWh)";"080-600-6000";"현대자동차";"대한민국"
55;1;2;"코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠 적용, 미적용)";"현대자동차";"car_images/250903_14222954.png";"5인승";"-";"(상온) 419km (저온) 340km";"623";"리튬이온(64.8kWh)";"080-600-6000";"현대자동차";"대한민국"
56;1;2;"코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠 적용, 미적용)";"현대자동차";"car_images/250903_14223055.png";"5인승";"172km/h";"(상온) 371km (저온) 307km";"568";"리튬이온(64.8kWh)";"080-600-6000";"현대자동차";"대한민국"
57;1;2;"코나 일렉트릭 2WD 스탠다드 17인치";"현대자동차";"car_images/250903_14223156.png";"5인승";"162km/h";"(상온) 313km (저온) 269km";"573";"리튬이온(48.6kWh)";"080-600-6000";"현대자동차";"대한민국"
58;1;1;"캐스퍼 일렉트릭 기본형 15인치";"현대자동차";"car_images/250903_14223257.png";"(소형) 4인승";"140km/h";"(상온) 281km (저온) 231km";"500";"리튬이온(42.1kWh)";"080-500-6000";"현대자동차";"대한민국"
59;1;4;"아이오닉6 롱레인지 2WD 20인치";"현대자동차";"car_images/250903_14223458.png";"5인승";"185km/h";"(상온) 453km (저온) 386km";"680";"리튬이온(77.4kWh)";"080-600-6000";"현대자동차";"대한민국"
60;1;4;"아이오닉6 롱레인지 AWD 18인치";"현대자동차";"car_images/250903_14223559.png";"5인승";"185km/h";"(상온) 499km (저온) 418km";"686";"리튬이온(77.4kWh)";"080-600-6000";"현대자동차";"대한민국"
61;1;4;"아이오닉6 롱레인지 AWD 20인치";"현대자동차";"car_images/250903_14223560.png";"5인승";"185km/h";"(상온) 430km (저온) 342km";"647";"리튬이온(77.4kWh)";"080-600-6000";"현대자동차";"대한민국"
62;1;4;"아이오닉6 스탠다드 2WD 18인치";"현대자동차";"car_images/250903_14223661.png";"5인승";"185km/h";"(상온) 373km (저온) 294km";"635";"리튬이온(53kWh)";"080-600-6000";"현대자동차";"대한민국"
63;1;3;"아이오닉9 성능형 AWD";"현대자동차";"car_images/250903_14223762.png";"7인승";"200km/h";"(상온) 503km (저온) 420km";"277";"리튬이온(110.3kWh)";"080-600-6000";"현대자동차";"대한민국"
64;1;3;"아이오닉9 항속형 2WD";"현대자동차";"car_images/250903_14223863.png";"7인승";"190km/h";"(상온) 525km (저온) 402km";"279";"리튬이온(110.3kWh)";"080-600-6000";"현대자동차";"대한민국"
65;1;3;"더뉴아이오닉5 2WD 스탠다드 19인치";"현대자동차";"car_images/250903_14224064.png";"5인승";"185km/h";"(상온) 368km (저온) 297km";"561";"리튬이온(63.1kWh)";"080-600-6000";"현대자동차";"대한민국"
66;1;3;"더뉴아이오닉5 AWD 롱레인지 19인치";"현대자동차";"car_images/250903_14224165.png";"5인승";"185km/h";"(상온) 434km (저온) 368km";"650";"리튬이온(83.6kWh)";"080-600-6000";"현대자동차";"대한민국"
67;1;3;"더뉴아이오닉5 AWD 롱레인지 20인치";"현대자동차";"car_images/250903_14224166.png";"5인승";"185km/h";"(상온) 434km (저온) 368km";"624";"리튬이온(83.6kWh)";"080-600-6000";"현대자동차";"대한민국"
68;1;3;"더뉴아이오닉5 AWD 롱레인지 N라인 20인치";"현대자동차";"car_images/250903_14224267.png";"5인승";"185km/h";"(상온) 411km (저온) 343km";"602";"리튬이온(83.6kWh)";"080-600-6000";"현대자동차";"대한민국"
69;1;3;"아이오닉5 N";"현대자동차";"car_images/250903_14224368.png";"5인승";"260km/h";"(상온) 364km (저온) 331km";"232";"리튬이온(84kWh)";"080-600-6000";"현대자동차";"대한민국"
70;1;4;"아이오닉6 롱레인지 2WD 18인치";"현대자동차";"car_images/250903_14224469.png";"5인승";"185km/h";"(상온) 544km (저온) 428km";"686";"리튬이온(77.4kWh)";"080-600-6000";"현대자동차";"대한민국"
71;1;4;"더 뉴 아이오닉6 awd 롱레인지 20인치";"현대자동차";"car_images/250903_14224670.png";"5인승";"185km/h";"(상온) 431km (저온) 382km";"563";"리튬이온(84kWh)";"080-600-6000";"현대자동차";"대한민국"
72;1;4;"더 뉴 아이오닉6 awd 롱레인지 n라인 20인치";"현대자동차";"car_images/250903_14224771.png";"5인승";"185km/h";"(상온) 431km (저온) 382km";"547";"리튬이온(84kWh)";"080-600-6000";"현대자동차";"대한민국"
73;1;3;"더뉴아이오닉5 2WD 롱레인지 19인치";"현대자동차";"car_images/250903_14224872.png";"5인승";"185km/h";"(상온) 462km (저온) 369km";"656";"리튬이온(83.6kWh)";"080-600-6000";"현대자동차";"대한민국"
74;1;3;"더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용";"현대자동차";"car_images/250903_14224873.png";"5인승";"185km/h";"(상온) 462km (저온) 369km";"659";"리튬이온(83.6kWh)";"080-600-6000";"현대자동차";"대한민국"
75;1;3;"더뉴아이오닉5 2WD 롱레인지 20인치";"현대자동차";"car_images/250903_14224974.png";"5인승";"185km/h";"(상온) 462km (저온) 369km";"651";"리튬이온(83.6kWh)";"080-600-6000";"현대자동차";"대한민국"
76;1;3;"더뉴아이오닉5 2WD 롱레인지 N라인 20인치";"현대자동차";"car_images/250903_14225075.png";"5인승";"185km/h";"(상온) 448km (저온) 354km";"633";"리튬이온(83.6kWh)";"080-600-6000";"현대자동차";"대한민국"
77;1;2;"GV60 퍼포먼스 AWD 21인치(2025)";"현대자동차";"car_images/250903_14225276.png";"5인승";"-";"(상온) 385km (저온) 351km";"248";"리튬이온(84.1kWh)";"080-600-6000";"현대자동차";"대한민국"
78;1;4;"더 뉴 아이오닉6 2wd 롱레인지 18인치";"현대자동차";"car_images/250903_14225377.png";"5인승";"185km/h";"(상온) 475km (저온) 432km";"580";"리튬이온(84kWh)";"080-600-6000";"현대자동차";"대한민국"
79;1;4;"더 뉴 아이오닉6 2wd 롱레인지 20인치";"현대자동차";"car_images/250903_14225478.png";"5인승";"185km/h";"(상온) 475km (저온) 432km";"580";"리튬이온(84kWh)";"080-600-6000";"현대자동차";"대한민국"
80;1;4;"더 뉴 아이오닉6 2wd 롱레인지 n라인 20인치";"현대자동차";"car_images/250903_14225479.png";"5인승";"185km/h";"(상온) 475km (저온) 432km";"580";"리튬이온(84kWh)";"080-600-6000";"현대자동차";"대한민국"
81;1;4;"더 뉴 아이오닉6 2wd 스탠다드 18인치";"현대자동차";"car_images/250903_14225580.png";"5인승";"185km/h";"(상온) 442km (저온) 387km";"570";"리튬이온(63kWh)";"080-600-6000";"현대자동차";"대한민국"
82;1;4;"더 뉴 아이오닉6 awd 롱레인지 18인치";"현대자동차";"car_images/250903_14225681.png";"5인승";"185km/h";"(상온) 431km (저온) 382km";"580";"리튬이온(84kWh)";"080-600-6000";"현대자동차";"대한민국"
83;1;2;"GV60 스탠다드 2WD 19인치(2025)";"현대자동차";"car_images/250903_14225882.png";"5인승";"-";"(상온) 491km (저온) 401km";"290";"리튬이온(84.1kWh)";"080-600-6000";"현대자동차";"대한민국"
84;1;2;"GV60 스탠다드 AWD 19인치";"현대자동차";"car_images/250903_14225983.png";"5인승";"200km/h";"(상온) 403km (저온) 378km";"261";"리튬이온(77.4kWh)";"080-600-6000";"현대자동차";"대한민국"
85;1;2;"GV60 스탠다드 AWD 19인치(2025)";"현대자동차";"car_images/250903_14225984.png";"5인승";"-";"(상온) 445km (저온) 382km";"277";"리튬이온(84.1kWh)";"080-600-6000";"현대자동차";"대한민국"
86;1;2;"GV60 스탠다드 AWD 20인치";"현대자동차";"car_images/250903_14230085.png";"5인승";"200km/h";"(상온) 386km (저온) 358km";"251";"리튬이온(77.4kWh)";"080-600-6000";"현대자동차";"대한민국"
87;1;2;"GV60 스탠다드 AWD 20인치(2025)";"현대자동차";"car_images/250903_14230186.png";"5인승";"-";"(상온) 424km (저온) 366km";"266";"리튬이온(84.1kWh)";"080-600-6000";"현대자동차";"대한민국"
88;1;2;"GV60 퍼포먼스 AWD 21인치";"현대자동차";"car_images/250903_14230287.png";"5인승";"235km/h";"(상온) 372km (저온) 302km";"236";"리튬이온(77.4kWh)";"080-600-6000";"현대자동차";"대한민국"
89;1;4;"Electrified G80 AWD 19인치(2025)";"현대자동차";"car_images/250903_14230488.png";"5인승";"225km/h";"(상온) 489km (저온) 380km";"275";"리튬이온(94.6kWh)";"080-600-6000";"현대자동차";"대한민국"
90;1;2;"Electrified GV70 AWD 19인치";"현대자동차";"car_images/250903_14230589.png";"5인승";"235km/h";"(상온) 408km (저온) 353km";"260";"리튬이온(77.4kWh)";"080-600-6000";"현대자동차";"대한민국"
91;1;2;"Electrified GV70 AWD 19인치(2025)";"현대자동차";"car_images/250903_14230590.png";"5인승";"-";"(상온) 423km (저온) 371km";"266";"리튬이온(84.1kWh)";"080-600-6000";"현대자동차";"대한민국"
92;1;2;"Electrified GV70 AWD 20인치";"현대자동차";"car_images/250903_14230691.png";"5인승";"235km/h";"(상온) 376km (저온) 333km";"244";"리튬이온(77.4kWh)";"080-600-6000";"현대자동차";"대한민국"
93;1;2;"Electrified GV70 AWD 20인치(2025)";"현대자동차";"car_images/250903_14230792.png";"5인승";"-";"(상온) 405km (저온) 322km";"250";"리튬이온(84.1kWh)";"080-600-6000";"현대자동차";"대한민국"
94;1;2;"GV60 스탠다드 2WD 19인치";"현대자동차";"car_images/250903_14230893.png";"5인승";"185km/h";"(상온) 470km (저온) 416km";"287";"리튬이온(77.4kWh)";"080-600-6000";"현대자동차";"대한민국"
95;1;2;"iX1 xDrive30";"BMW";"car_images/250903_14231594.png";"5인승";"180km/h";"(상온) 313km (저온) 268km";"154";"리튬이온(66.4kWh)";"080-700-8000";"BMW";"독일"
96;1;2;"iX2 eDrive20";"BMW";"car_images/250903_14231695.png";"5인승";"-";"(상온) 358km (저온) 275km";"167";"리튬이온(66.4kWh)";"080-700-8000";"BMW";"독일"
97;1;3;"MINI JCW E";"BMW";"car_images/250903_14231896.png";"4인승";"200km/h";"(상온)303km (저온)243km";"147";"리튬이온(54.2kWh)";"080-700-8000";"BMW";"중국"
98;1;4;"i4 M50";"BMW";"car_images/250903_14231897.png";"5인승";"225km/h";"(상온) 385km (저온) 295km";"172";"리튬이온(83.9kWh)";"080-700-8000";"BMW";"독일"
99;1;4;"i4 M50 LCI";"BMW";"car_images/250903_14231998.png";"5인승";"-";"(상온) 406km (저온) 318km";"177";"리튬이온(83.9kWh)";"080-700-8000";"BMW";"독일"
100;1;4;"i4 eDrive40";"BMW";"car_images/250903_14232099.png";"5인승";"190km/h";"(상온) 444km (저온) 327km";"189";"리튬이온(83.9kWh)";"080-700-8000";"BMW";"독일"
101;1;4;"i4 eDrive40 LCI";"BMW";"car_images/250903_142321100.png";"5인승";"-";"(상온) 439km (저온) 331km";"187";"리튬이온(83.9kWh)";"080-700-8000";"BMW";"독일"
102;1;2;"iX1 eDrive 20";"BMW";"car_images/250903_142322101.png";"5인승";"180km/h";"(상온) 354km (저온) 288km";"166";"리튬이온(66.4kWh)";"080-700-8000";"BMW";"독일"
103;1;3;"MINI Aceman E";"BMW";"car_images/250903_142324102.png";"5인승";"170km/h";"(상온)322km (저온)243km";"306";"리튬이온(54.2kWh)";"080-700-8000";"BMW";"중국"
104;1;3;"MINI Aceman SE";"BMW";"car_images/250903_142324103.png";"5인승";"-";"(상온) 322km (저온) 243km";"306";"리튬이온(54.2kWh)";"080-700-8000";"BMW";"중국"
105;1;3;"MINI Cooper SE";"BMW";"car_images/250903_142325104.png";"4인승";"170km/h";"(상온)320km (저온)241km";"303";"리튬이온(54.2kWh)";"080-700-8000";"BMW";"중국"
106;1;2;"MINI Countryman E";"BMW";"car_images/250903_142326105.png";"5인승";"-";"(상온) 367km (저온) 286km";"166";"리튬이온(66.4kWh)";"080-700-8000";"BMW";"독일"
107;1;2;"MINI Countryman SE ALL4";"BMW";"car_images/250903_142327106.png";"5인승";"-";"(상온) 344km (저온) 268km";"158";"리튬이온(66.4kWh)";"080-700-8000";"BMW";"독일"
108;1;3;"MINI JCW Aceman E";"BMW";"car_images/250903_142328107.png";"5인승";"200km/h";"(상온)315km (저온)249km";"151";"리튬이온(54.2kWh)";"080-700-8000";"BMW";"중국"
109;1;5;"봉고 전기차 하이 양문형 미닫이탑차(25MY)";"기아";"car_images/250903_142336108.png";"(소형) 3인승";"115km/h";"(상온) 185km (저온) 151km";"856";"리튬이온(60.4kWh)";"080-200-2000";"기아";"대한민국"
110;1;5;"봉고 전기차 하이내장탑차";"기아";"car_images/250903_142337109.png";"(소형) 3인승";"115km/h";"(상온) 181km (저온) 152km";"849";"리튬이온(58.86kWh)";"080-200-2000";"기아";"대한민국"
111;1;5;"봉고 전기차 하이내장탑차(25MY)";"기아";"car_images/250903_142337110.png";"(소형) 3인승";"115km/h";"(상온) 185km (저온) 151km";"856";"리튬이온(60.4kWh)";"080-200-2000";"기아";"대한민국"
112;1;5;"봉고 전기차(25MY)";"기아";"car_images/250903_142338111.png";"(소형) 3인승";"115km/h";"(상온) 233km (저온) 189km";"1000";"리튬이온(60.4kWh)";"080-200-2000";"기아";"대한민국"
113;1;5;"봉고 전기차 양문형 미닫이탑차";"기아";"car_images/250903_142340112.png";"(소형) 3인승";"115km/h";"(상온) 181km (저온) 152km";"849";"리튬이온(58.86kWh)";"080-200-2000";"기아";"대한민국"
114;1;5;"봉고 전기차 저상형 냉동탑차";"기아";"car_images/250903_142341113.png";"(소형) 3인승";"115km/h";"(상온) 181km (저온) 152km";"1199";"리튬이온(58.86kWh)";"080-200-2000";"기아";"대한민국"
115;1;5;"봉고 전기차 전동식 윙바디";"기아";"car_images/250903_142342114.png";"(소형) 3인승";"115km/h";"(상온) 181km (저온) 152km";"849";"리튬이온(58.86kWh)";"080-200-2000";"기아";"대한민국"
116;1;5;"봉고 전기차 전동식 윙바디(25MY)";"기아";"car_images/250903_142343115.png";"(소형) 3인승";"115km/h";"(상온) 185km (저온) 151km";"856";"리튬이온(60.4kWh)";"080-200-2000";"기아";"대한민국"
117;1;5;"봉고 전기차 턴인형 파워게이트";"기아";"car_images/250903_142343116.png";"(소형) 3인승";"115km/h";"(상온) 181km (저온) 152km";"849";"리튬이온(58.86kWh)";"080-200-2000";"기아";"대한민국"
118;1;5;"봉고 전기차 턴인형 파워게이트(25MY)";"기아";"car_images/250903_142344117.png";"(소형) 3인승";"115km/h";"(상온) 185km (저온) 151km";"856";"리튬이온(60.4kWh)";"080-200-2000";"기아";"대한민국"
119;1;5;"봉고 전기차 로우내장탑차(25MY)";"기아";"car_images/250903_142346118.png";"(소형) 3인승";"115km/h";"(상온) 185km (저온) 151km";"856";"리튬이온(60.4kWh)";"080-200-2000";"기아";"대한민국"
120;1;5;"봉고 전기차 로우냉동탑차(25MY)";"기아";"car_images/250903_142347119.png";"(소형) 3인승";"115km/h";"(상온) 185km (저온) 151km";"1206";"리튬이온(60.4kWh)";"080-200-2000";"기아";"대한민국"
121;1;5;"봉고 전기차 수동식 윙바디";"기아";"car_images/250903_142348120.png";"(소형) 3인승";"115km/h";"(상온) 181km (저온) 152km";"849";"리튬이온(58.86kWh)";"080-200-2000";"기아";"대한민국"
122;1;5;"봉고 전기차 수동식 윙바디(25MY)";"기아";"car_images/250903_142349121.png";"(소형) 3인승";"115km/h";"(상온) 185km (저온) 151km";"856";"리튬이온(60.4kWh)";"080-200-2000";"기아";"대한민국"
